County,New Probable 2020-11-01,New Probable 2020-11-02,New Probable 2020-11-03,New Probable 2020-11-04,New Probable 2020-11-05,New Probable 2020-11-06,New Probable 2020-11-07,New Probable 2020-11-08,New Probable 2020-11-09,New Probable 2020-11-10,New Probable 2020-11-11,New Probable 2020-11-12,New Probable 2020-11-13,New Probable 2020-11-14,New Probable 2020-11-15,New Probable 2020-11-16,New Probable 2020-11-17,New Probable 2020-11-18,New Probable 2020-11-19,New Probable 2020-11-20,New Probable 2020-11-21,New Probable 2020-11-22,New Probable 2020-11-23,New Probable 2020-11-24,New Probable 2020-11-25,New Probable 2020-11-26,New Probable 2020-11-27,New Probable 2020-11-28,New Probable 2020-11-29,New Probable 2020-11-30,New Probable 2020-12-01,New Probable 2020-12-02,New Probable 2020-12-03,New Probable 2020-12-04,New Probable 2020-12-05,New Probable 2020-12-06,New Probable 2020-12-07,New Probable 2020-12-08,New Probable 2020-12-09,New Probable 2020-12-10,New Probable 2020-12-11,New Probable 2020-12-12,New Probable 2020-12-13,New Probable 2020-12-14,New Probable 2020-12-15,New Probable 2020-12-16,New Probable 2020-12-17,New Probable 2020-12-18,New Probable 2020-12-19,New Probable 2020-12-20,New Probable 2020-12-21,New Probable 2020-12-22,New Probable 2020-12-23,New Probable 2020-12-24,New Probable 2020-12-25,New Probable 2020-12-26,New Probable 2020-12-27,New Probable 2020-12-28,New Probable 2020-12-29,New Probable 2020-12-30,New Probable 2020-12-31,New Probable 2021-01-01,New Probable 2021-01-02,New Probable 2021-01-03,New Probable 2021-01-04,New Probable 2021-01-05,New Probable 2021-01-06,New Probable 2021-01-07,New Probable 2021-01-08,New Probable 2021-01-09,New Probable 2021-01-10,New Probable 2021-01-11,New Probable 2021-01-12,New Probable 2021-01-13,New Probable 2021-01-14,New Probable 2021-01-15,New Probable 2021-01-16,New Probable 2021-01-17,New Probable 2021-01-18,New Probable 2021-01-19,New Probable 2021-01-20,New Probable 2021-01-21,New Probable 2021-01-22,New Probable 2021-01-23,New Probable 2021-01-24,New Probable 2021-01-25,New Probable 2021-01-26,New Probable 2021-01-27,New Probable 2021-01-28,New Probable 2021-01-29,New Probable 2021-01-30,New Probable 2021-01-31,New Probable 2021-02-01,New Probable 2021-02-02,New Probable 2021-02-03,New Probable 2021-02-04,New Probable 2021-02-05,New Probable 2021-02-06,New Probable 2021-02-07,New Probable 2021-02-08,New Probable 2021-02-09,New Probable 2021-02-10,New Probable 2021-02-11,New Probable 2021-02-12,New Probable 2021-02-13,New Probable 2021-02-14,New Probable 2021-02-15,New Probable 2021-02-16,New Probable 2021-02-17,New Probable 2021-02-18,New Probable 2021-02-19,New Probable 2021-02-20,New Probable 2021-02-21,New Probable 2021-02-22,New Probable 2021-02-23,New Probable 2021-02-24,New Probable 2021-02-25,New Probable 2021-02-26,New Probable 2021-02-27,New Probable 2021-02-28,New Probable 2021-03-01,New Probable 2021-03-02,New Probable 2021-03-03,New Probable 2021-03-04,New Probable 2021-03-05,New Probable 2021-03-06,New Probable 2021-03-07,New Probable 2021-03-08,New Probable 2021-03-09,New Probable 2021-03-10,New Probable 2021-03-11,New Probable 2021-03-12,New Probable 2021-03-13,New Probable 2021-03-14,New Probable 2021-03-15,New Probable 2021-03-16,New Probable 2021-03-17,New Probable 2021-03-18,New Probable 2021-03-19,New Probable 2021-03-20,New Probable 2021-03-21,New Probable 2021-03-22,New Probable 2021-03-23,New Probable 2021-03-24,New Probable 2021-03-25,New Probable 2021-03-26,New Probable 2021-03-27,New Probable 2021-03-28,New Probable 2021-03-29,New Probable 2021-03-30,New Probable 2021-03-31,New Probable 2021-04-01,New Probable 2021-04-02,New Probable 2021-04-03,New Probable 2021-04-04,New Probable 2021-04-05,New Probable 2021-04-06,New Probable 2021-04-07,New Probable 2021-04-08,New Probable 2021-04-09,New Probable 2021-04-10,New Probable 2021-04-11,New Probable 2021-04-12,New Probable 2021-04-13,New Probable 2021-04-14,New Probable 2021-04-15,New Probable 2021-04-16,New Probable 2021-04-17,New Probable 2021-04-18,New Probable 2021-04-19,New Probable 2021-04-20,New Probable 2021-04-21,New Probable 2021-04-22,New Probable 2021-04-23,New Probable 2021-04-24,New Probable 2021-04-25,New Probable 2021-04-26,New Probable 2021-04-27,New Probable 2021-04-28,New Probable 2021-04-29,New Probable 2021-04-30,New Probable 2021-05-01,New Probable 2021-05-02,New Probable 2021-05-03,New Probable 2021-05-04,New Probable 2021-05-05,New Probable 2021-05-06,New Probable 2021-05-07,New Probable 2021-05-08,New Probable 2021-05-09,New Probable 2021-05-10,New Probable 2021-05-11,New Probable 2021-05-12,New Probable 2021-05-13,New Probable 2021-05-14,New Probable 2021-05-15,New Probable 2021-05-16,New Probable 2021-05-17,New Probable 2021-05-18,New Probable 2021-05-19,New Probable 2021-05-20,New Probable 2021-05-21,New Probable 2021-05-22,New Probable 2021-05-23,New Probable 2021-05-24,New Probable 2021-05-25,New Probable 2021-05-26,New Probable 2021-05-27,New Probable 2021-05-28,New Probable 2021-05-29,New Probable 2021-05-30,New Probable 2021-05-31,New Probable 2021-06-01,New Probable 2021-06-02,New Probable 2021-06-03,New Probable 2021-06-04,New Probable 2021-06-05,New Probable 2021-06-06,New Probable 2021-06-07,New Probable 2021-06-08,New Probable 2021-06-09,New Probable 2021-06-10,New Probable 2021-06-11,New Probable 2021-06-12,New Probable 2021-06-13,New Probable 2021-06-14,New Probable 2021-06-15,New Probable 2021-06-16,New Probable 2021-06-17,New Probable 2021-06-18,New Probable 2021-06-19,New Probable 2021-06-20,New Probable 2021-06-21,New Probable 2021-06-22,New Probable 2021-06-23,New Probable 2021-06-24,New Probable 2021-06-25,New Probable 2021-06-26,New Probable 2021-06-27,New Probable 2021-06-28,New Probable 2021-06-29,New Probable 2021-06-30,New Probable 2021-07-01,New Probable 2021-07-02,New Probable 2021-07-03,New Probable 2021-07-04,New Probable 2021-07-05,New Probable 2021-07-06,New Probable 2021-07-07,New Probable 2021-07-08,New Probable 2021-07-09,New Probable 2021-07-10,New Probable 2021-07-11,New Probable 2021-07-12,New Probable 2021-07-13,New Probable 2021-07-14,New Probable 2021-07-15,New Probable 2021-07-16,New Probable 2021-07-17,New Probable 2021-07-18,New Probable 2021-07-19,New Probable 2021-07-20,New Probable 2021-07-21,New Probable 2021-07-22,New Probable 2021-07-23,New Probable 2021-07-24,New Probable 2021-07-25,New Probable 2021-07-26,New Probable 2021-07-27,New Probable 2021-07-28,New Probable 2021-07-29,New Probable 2021-07-30,New Probable 2021-07-31,New Probable 2021-08-01,New Probable 2021-08-02,New Probable 2021-08-03,New Probable 2021-08-04,New Probable 2021-08-05,New Probable 2021-08-06,New Probable 2021-08-07,New Probable 2021-08-08,New Probable 2021-08-09,New Probable 2021-08-10
Jack,0,0,2,1,1,0,0,0,0,2,3,0,2,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,0,0,0,0,0,1,0,0,2,1,0,0,7,1,0,0,0,8,0,0,1,0,0,2,2,0,0,0,0,1,1,5,1,5,-1,0,0,0,1,1,3,1,0,0,0,1,1,9,-2,0,0,0,10,0,2,0,0,0,0,6,0,0,0,0,0,0,1,1,5,0,0,0,0,4,0,0,1,0,0,0,0,4,6,4,0,0,0,9,1,6,11,0,0,0,3,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,3,-2,2,0,0,3,0,3,0,0,0,0,2
Jasper,0,0,0,1,4,1,0,0,0,5,2,0,5,0,0,0,0,11,10,6,2,0,0,12,1,5,0,0,0,0,16,16,0,11,0,0,0,0,0,58,0,61,0,0,0,60,18,28,4,0,0,35,23,0,0,0,0,0,65,31,0,0,0,0,0,134,0,27,767,0,0,0,59,32,34,19,13,0,0,26,0,29,0,7,0,0,0,32,9,5,7,0,0,13,0,14,4,4,0,0,0,7,8,10,10,0,0,0,0,0,6,9,0,0,12,7,0,0,3,0,0,0,0,5,4,0,0,0,5,0,10,0,0,0,0,3,1,2,1,0,0,0,1,4,1,0,0,0,0,0,11,0,4,0,0,0,5,0,0,0,7,0,0,0,0,0,13,0,0,0,0,10,1,0,0,0,0,7,0,0,5,0,0,0,2,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,6,0,0,2,0,0,0,12,18,6,3,0,0,0,0,0,0,58,0,0,0,27,0,37,12,0,0,0,27
Jeff Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,9,0,0,5,4,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,-2,-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Hogg,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,-1,0,2,-1,2,0,0,0,1,0,0,0,0,2,0,-5,0,0,3,0,0,-3,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Jim Wells,0,0,0,4,-3,3,0,0,0,5,0,0,0,3,0,0,2,3,0,0,0,0,0,25,3,-7,0,0,0,-1,1,12,4,-1,6,0,0,10,-1,2,3,5,4,0,4,2,0,5,2,1,0,13,6,1,4,0,5,0,15,16,1,25,0,3,0,21,12,7,24,10,6,0,9,6,5,1,12,15,0,3,12,4,11,3,4,0,10,3,3,2,4,1,0,-1,4,0,1,9,3,0,-2,3,3,1,2,3,0,0,3,0,0,-2,11,0,-1,1,5,5,3,1,0,0,-4,4,3,7,2,0,1,1,2,3,0,1,0,1,0,0,2,2,0,0,-1,0,-2,1,1,1,0,0,2,0,8,1,0,0,2,2,2,0,6,1,0,3,-3,2,2,3,2,0,3,2,2,2,-1,1,0,0,3,-1,3,2,2,0,2,0,1,0,0,3,0,0,-2,0,-1,1,0,0,2,3,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,2,1,-1,0,1,1,0,-1,3,-1,0,0,3,0,0,0,0,0,-1,0,0,0,3,2,0,1,1,0,4,-1,0,1,0,0,0,0,2,1,4,5,0,0,1,3,6,2,8,1,0,3,5,8,12,22,7,0,5,11,14,12,15,5,0,11
Johnson,0,0,15,6,17,7,0,0,0,30,13,0,15,10,0,0,6,6,11,11,11,0,0,21,8,6,0,0,4,0,0,20,43,36,15,0,0,13,6,31,19,10,0,0,49,18,15,24,9,0,0,50,32,38,0,0,13,0,17,11,10,8,0,0,0,31,24,16,12,27,0,0,31,17,22,6,17,0,0,0,36,36,21,14,0,0,34,40,25,19,14,0,0,30,12,44,14,31,0,0,11,26,19,20,3,0,0,0,36,0,0,11,0,0,1,9,13,13,9,0,0,26,11,7,4,7,0,0,9,6,4,8,5,0,0,14,15,5,7,7,0,0,15,9,5,3,5,0,0,21,1,9,6,0,0,0,10,3,6,5,3,0,0,15,3,5,0,4,0,0,3,5,5,0,8,0,0,3,0,4,7,3,0,0,10,1,3,1,3,0,0,2,1,1,7,3,0,0,8,1,3,0,3,0,0,6,5,3,0,0,0,0,0,9,2,1,1,0,0,1,2,3,0,1,0,0,11,0,7,2,6,0,0,4,-1,3,1,2,0,0,4,0,1,3,5,0,0,7,0,5,5,-2,0,0,13,-1,4,5,7,0,0,7,-3,6,9,0,0,0,10,3,12,11,21,0,0,13,12,20,14,19,0,0,14
Jones,0,0,6,6,1,4,0,0,0,11,8,0,4,1,0,0,0,2,3,6,2,0,0,10,7,5,0,0,3,0,0,26,13,2,16,0,0,14,2,9,6,2,0,0,15,3,12,5,1,0,0,9,6,7,0,0,8,0,1,4,4,0,0,0,0,18,14,5,2,6,0,0,9,0,5,2,2,0,0,0,18,1,6,2,0,0,12,7,3,1,0,0,0,6,4,3,3,3,0,0,1,2,6,2,1,0,0,0,3,0,0,3,0,0,2,0,1,2,4,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,1,-1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,-1,0,0,-1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,1,-1,0,0,1,0,0,1,0,0,2,3,0,0,0,1,1,4,2,0,0,0
Karnes,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,2,1,3,1,0,2,-2,1,1,2,9,0,0,2,0,1,2,0,0,0,1,3,-2,1,3,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,0,2,0,0,2,4,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,27,0,0,0,0,18,0,5,-27,0,0,7,-1,4,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,4,-2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,1,0,0,0,1,1,0,1,0,0,0,5,3,1,1,0,0,3
Kaufman,0,0,16,14,24,5,0,0,0,25,7,0,25,17,0,0,8,8,18,3,12,0,0,33,10,13,0,0,0,0,0,16,23,-1,16,0,0,15,4,13,4,5,0,0,40,13,21,21,11,0,0,14,8,22,0,0,17,0,18,7,8,7,0,0,0,33,22,18,25,28,0,0,30,8,36,23,16,0,0,0,61,10,11,16,0,0,28,16,8,12,11,0,0,27,9,23,10,42,0,0,27,19,25,3,7,0,0,0,69,0,0,12,0,0,11,14,25,16,14,0,0,24,5,18,0,3,0,0,11,5,16,2,7,0,0,14,10,2,7,10,0,0,16,9,3,2,2,0,0,12,2,7,9,-1,0,0,8,2,1,1,1,0,0,20,2,2,1,5,0,0,18,5,4,6,1,0,0,15,1,8,9,7,0,0,19,0,10,1,6,0,0,10,4,4,6,6,0,0,18,6,0,0,4,0,0,10,2,6,1,2,0,0,0,21,1,0,1,0,0,14,3,11,0,1,-1,0,13,0,11,2,3,0,0,6,-1,8,0,6,0,0,5,2,2,3,8,0,0,9,0,5,1,7,0,0,11,0,13,7,7,0,0,0,9,5,4,10,0,0,22,4,26,12,24,0,0,38,29,23,13,15,0,0,23
Kendall,0,0,2,8,7,9,17,0,3,20,24,0,18,24,0,0,24,19,5,2,3,0,0,8,26,5,0,0,0,3,8,12,20,8,10,0,0,7,13,9,7,2,0,0,10,10,21,6,10,0,0,6,8,0,15,0,0,0,2,38,10,19,0,0,0,5,11,7,9,2,0,0,6,19,11,29,6,0,0,0,28,49,18,3,0,0,0,12,4,12,14,0,0,27,3,18,22,7,0,0,27,30,8,11,13,0,0,0,0,0,0,0,0,0,21,4,13,7,0,7,0,6,3,8,1,2,0,0,0,0,1,3,-1,0,0,2,-1,1,11,9,-2,0,-1,5,0,1,-1,0,0,3,0,0,4,0,0,0,2,7,2,1,0,0,0,2,1,9,1,3,0,0,2,2,0,-1,1,0,0,1,0,6,10,1,0,25,0,0,1,7,0,0,0,4,1,1,1,2,0,0,0,1,-1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,2,2,3,0,0,0,0,0,0,3,0,1,0,0,4,7,1,0,2,0,0,5,7,7,23,3,0,0,3,13,18,4,1,0,0,8,14,4,3,4,0,0,5
Kenedy,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Kent,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Kerr,0,0,0,9,5,9,11,0,1,15,3,0,25,7,0,0,9,12,9,11,8,0,0,14,10,2,0,0,0,2,23,6,18,22,16,0,0,16,22,20,19,0,0,0,40,49,56,28,16,0,0,1,29,0,82,0,0,0,56,42,43,23,0,0,0,55,56,5,47,28,0,0,53,28,39,7,4,0,0,0,13,9,66,4,0,0,8,120,5,43,44,0,0,22,27,19,33,23,0,0,8,10,32,12,14,0,0,0,0,0,1,0,0,0,26,20,23,1,0,3,0,0,6,0,13,0,0,0,11,3,1,1,3,0,0,6,1,0,0,3,0,1,9,7,5,0,0,0,0,4,3,0,2,0,0,0,8,5,1,0,0,0,0,5,2,6,0,4,0,0,1,10,6,1,1,0,0,1,8,1,11,1,0,22,0,0,-2,4,0,0,0,2,1,0,1,5,0,0,1,2,0,1,0,0,0,1,2,1,2,0,0,0,0,2,3,0,1,0,0,3,1,2,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,2,2,0,0,0,0,0,2,1,3,5,0,0,0,1,9,11,20,6,0,0,2,6,19,9,1,0,0,8,14,6,7,2,0,0,8
Kimble,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,-1,3,0,0,0,1,0,2,7,0,0,0,4,1,3,-3,0,1,0,0,1,0,-1,0,0,0,0,-1,4,4,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,-1,0,0,2,0,2,0,0,0,0,0,0,2
King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
